Nurse,Patient,Day,Start Time,Duration
6,79,4,813.0803122177383,10
6,82,0,163.85346478736415,10
6,82,2,133.8051729905137,10
6,82,4,0.0,10
6,86,0,363.319340664317,10
6,86,4,400.59764274922946,10
6,93,0,35.29822128134697,10
6,93,3,0.0,10
6,99,0,725.0,10
6,99,2,725.0,10
6,99,4,725.0,10
7,18,4,386.510556242676,10
7,42,0,0.0,10
7,42,3,0.0,10
7,63,0,384.0,10
7,63,2,154.0,10
7,63,4,227.63740393991407,10
7,94,4,433.87363962721327,10
7,97,0,317.85732460952727,10
7,97,4,0.0,10
8,1,0,428.67619242061994,10
8,1,4,77.29192821584456,10
8,7,4,425.75119050318654,10
8,14,4,218.71351560181756,10
8,31,3,81.44997055358226,10
8,36,2,0.0,10
8,41,1,255.0,10
8,41,4,99.37497418943917,10
8,44,0,67.71363343042685,10
8,44,3,29.0,10
8,53,0,196.30978492478243,10
8,53,4,264.8382993381945,10
8,61,0,113.0,10
8,61,4,155.37497418943917,10
8,72,0,168.61797891182823,10
8,81,0,44.98571136906901,10
8,81,3,417.52143294639325,10
8,83,0,354.0,10
8,83,2,424.4557464432107,10
8,83,4,403.7095959243944,10
8,89,1,0.0,10
8,89,4,352.52707536044767,10
9,5,0,345.0,10
9,5,2,345.0,10
9,5,4,441.3554109159286,10
9,11,0,0.0,10
9,11,2,0.0,10
9,11,4,267.97901382366916,10
9,21,0,428.074175964328,10
9,21,2,383.284271247461,10
9,21,4,399.26900616027103,10
9,33,1,0.0,10
9,38,0,35.07987240796888,10
10,1,0,428.6761924206213,10
10,1,4,77.29192821584456,10
10,13,0,145.47318208634772,10
10,13,2,224.10755601055018,10
10,13,4,224.10755601054944,10
10,17,0,391.2171319851293,10
10,17,2,287.0,10
10,17,4,39.83286778035267,10
10,28,0,337.17170089403885,10
10,28,4,125.5803076539978,10
10,62,0,75.26520919238612,10
10,62,4,0.0,10
10,91,0,18.0,10
10,91,2,248.0,10
10,91,4,248.0,10
10,98,0,280.35290125116035,10
10,98,2,263.0,10
10,98,4,263.0,10
11,21,0,428.074175964329,10
11,21,2,383.284271247461,10
11,21,4,399.26900616027103,10
11,26,0,236.14213562373072,10
11,26,3,60.0,10
11,27,0,0.0,10
11,27,4,0.0,10
11,37,3,422.57359312880783,10
11,39,0,402.2627876634872,10
11,39,2,279.0,10
11,39,4,356.9155951968768,10
11,40,0,334.0,10
11,40,2,397.5269119345803,10
11,40,4,385.0263654731517,10
11,75,0,212.0,10
11,75,4,212.0,10
11,77,1,322.0,10
11,84,4,440.65371581322154,10
11,96,0,32.627416997968794,10
11,96,2,0.0,10
11,96,4,331.39142050061685,10
12,5,0,345.0,10
12,5,2,345.0,10
12,5,4,441.3554109159286,10
12,10,0,146.0,10
12,18,2,27.69180601295284,10
12,30,1,435.0715016068539,10
12,30,4,0.0,10
12,35,0,271.0,10
12,35,4,41.0,10
12,45,0,249.0,10
12,45,2,0.0,10
12,45,4,385.63644313765076,10
12,85,0,401.1036412781767,10
12,85,3,0.0,10
13,35,0,271.0,10
13,35,3,271.0,10
13,50,1,0.0,10
13,50,4,407.718836905001,10
13,60,0,223.63691661546113,10
13,60,3,421.4831735655945,10
13,70,0,0.0,10
13,70,3,71.6198020120155,10
13,84,3,0.0,10
13,85,1,407.718836905001,10
13,85,4,0.0,10
14,8,0,414.78955180334924,10
14,8,3,394.12095441391364,10
14,56,0,0.0,10
14,56,2,0.0,10
14,56,4,423.61034598102697,10
14,66,3,228.0,10
14,77,2,415.7407238564962,10
